query_file,NumberOfLines,NumberOfKeywords,Keywords, ,qlever_NumberOfResult,qlever_Class,qlever_Time,qlever_Error,  ,fuseki_NumberOfResult,fuseki_Class,fuseki_Time,fuseki_Error,   ,neptune_NumberOfResult,neptune_Class,neptune_Time,neptune_Error,    ,stardog_NumberOfResult,stardog_Class,stardog_Time,stardog_Error,     ,graphdb_NumberOfResult,graphdb_Class,graphdb_Time,graphdb_Error,      ,rdfox_NumberOfResult,rdfox_Class,rdfox_Time,rdfox_Error,       ,rdfox_adjusted_NumberOfResult,rdfox_adjusted_Class,rdfox_adjusted_Time,rdfox_adjusted_Error,        ,median,Arithmetic Mean,std,results_std
Query_098.sparql,15,10,"{'select': 1, 'where': 1, 'filter': 4, 'TermFunc': 3, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Expected a token of type FLOAT but got a token of type AGGREGATE (?langCode) in the input at pos 2304 : ?langCode)
  FILTER(lang(?countryLabel)=?langCode)
  FILTER(lang(?langLabel)=?langCode)
} LIMIT 100", ,100.0,Success,17.3808756,, ,100.0,Success,0.2980779,, ,,Timeout,600.0,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000, ,100.0,Success,0.0663222,, ,100.0,Success,0.0110781,, ,100.0,Success,0.004458935,, ,0.2980779,173.96583039071427,291.1051978304929,0.0
Query_099.sparql,23,35,"{'select': 4, 'where': 4, 'SetFunc': 2, 'as': 5, 'PropertyPath': 4, 'groupby': 2, 'optional': 1, 'bind': 2, 'filter': 1, 'StringFunc': 2, 'coalesce': 1, 'if': 6, 'Order': 1}", ,,,0.0017169,, ,,,0.0033114999999999,, ,,,1.0154533,, ,,,0.0041405,, ,,,0.021305,, ,,,0.0014578,, ,,,0.000586765,, ,0.0033114999999999,0.1497102521428571,0.3818247236017377,
Query_100.sparql,16,30,"{'select': 3, 'as': 7, 'where': 3, 'SetFunc': 2, 'PropertyPath': 4, 'groupby': 2, 'optional': 1, 'bind': 3, 'TermFunc': 1, 'NumbericFunc': 1, 'StringFunc': 2, 'Order': 1}", ,,,0.00167,, ,,,0.002928,, ,,,1.021674,, ,,,0.0037746,, ,,,0.0203664,, ,,,0.0013497,, ,,,0.000543254,, ,0.002928,0.15032942200000002,0.38428889592708326,
Query_101.sparql,14,22,"{'select': 3, 'as': 5, 'where': 3, 'SetFunc': 2, 'PropertyPath': 4, 'groupby': 2, 'optional': 1, 'bind': 1, 'Order': 1}", ,,,0.0016365,, ,,,0.0028249,, ,,,1.016524,, ,,,0.0032985,, ,,,0.0198331,, ,,,0.0013138,, ,,,0.000528805,, ,0.0028249,0.14942280071428574,0.38241507223133436,
Query_102.sparql,14,23,"{'select': 3, 'as': 6, 'where': 3, 'SetFunc': 2, 'PropertyPath': 4, 'groupby': 2, 'optional': 1, 'bind': 1, 'Order': 1}", ,,,0.0016909,, ,,,0.0031549,, ,,,0.9992925,, ,,,0.0032474999999999,, ,,,0.0214897999999999,, ,,,0.0013232,, ,,,0.000532588,, ,0.0031549,0.14724734114285712,0.3757881160632259,
Query_103.sparql,14,23,"{'select': 3, 'as': 6, 'where': 3, 'SetFunc': 2, 'PropertyPath': 4, 'groupby': 2, 'optional': 1, 'bind': 1, 'Order': 1}", ,,,0.0016517,, ,,,0.0026822,, ,,,1.0054184,, ,,,0.003229,, ,,,0.0194309,, ,,,0.0012848,, ,,,0.000517132,, ,0.0026822,0.14774487599999997,0.3782561185076539,
Query_104.sparql,21,32,"{'select': 3, 'as': 7, 'where': 3, 'SetFunc': 2, 'PropertyPath': 4, 'groupby': 2, 'optional': 1, 'bind': 2, 'coalesce': 1, 'if': 6, 'Order': 1}", ,,,0.0017234,, ,,,0.0029461,, ,,,1.0071289,, ,,,0.0033507,, ,,,0.0194073999999999,, ,,,0.0013587999999999,, ,,,0.000546917,, ,0.0029461,0.14806603100000001,0.3788679285925867,
Query_105.sparql,30,60,"{'select': 5, 'where': 5, 'SetFunc': 7, 'as': 15, 'StringFunc': 3, 'PropertyPath': 9, 'TermFunc': 1, 'if': 2, 'NumbericFunc': 3, 'groupby': 4, 'optional': 2, 'bind': 2, 'filter': 1, 'Order': 1}", ,,,0.0017909,, ,,,0.003176,, ,,,1.4680859,, ,,,0.0040514,, ,,,0.0024427999999999,, ,,,0.0015149,, ,,,0.000609747,, ,0.0024427999999999,0.21166737814285713,0.554029632046839,
Query_106.sparql,3,2,"{'select': 1, 'where': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: [ps:P31 wd:Q2039348];
        wdt:P47 wd:Q213246.
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""nl"". }
}", ,11.0,Success,0.0203273,, ,11.0,Success,0.0159417,, ,11.0,Success,0.0028722,, ,11.0,Success,0.0021884,, ,11.0,Success,0.0009362999999999,, ,11.0,Success,0.000376861,, ,0.0028722,85.7203775372857,226.7759977031118,0.0
Query_107.sparql,7,6,"{'select': 1, 'where': 1, 'optional': 2, 'groupby': 1, 'Order': 1}", ,,Error,600.0,"BAD QUERY (Groupby variable ?border_cityLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,1582.0,Success,0.0604633,, ,1582.0,Success,0.0837883,, ,1582.0,Success,0.0529086999999999,, ,1582.0,Success,0.0518085,, ,1582.0,Success,0.0046297,, ,1582.0,Success,0.001863454,, ,0.0529086999999999,85.75078027914287,226.76259316565526,0.0
Query_108.sparql,8,7,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2, 'limit': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?itemLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,50.0,Success,2.4152579,, ,50.0,Success,1.4876073,, ,50.0,Success,9.4309062,, ,50.0,Success,0.6489952,, ,50.0,Success,0.5418178,, ,50.0,Success,0.218081665,, ,1.4876073,87.82038086642856,225.87268378823296,0.0
Query_109.sparql,12,12,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'PropertyPath': 4, 'groupby': 1, 'Order': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?continentLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,,Error,600.0,Parse error: Variable used when already in-scope: ?length in ((AGG ?.0 MAX(?length)) AS ?length), ,11.0,Success,3.3722112,, ,0.0,Success,1.6221326,Empty Response, ,11.0,Success,0.8532559,, ,11.0,Success,0.2295514,, ,11.0,Success,0.092394439,, ,1.6221326,172.309935077,292.1699837181198,4.919349550499538
Query_110.sparql,5,5,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 1}", ,77.0,Success,0.0021756,, ,77.0,Success,2.8693543,, ,77.0,Success,1.6176113,, ,77.0,Success,0.0734589,, ,77.0,Success,0.8392357,, ,77.0,Success,0.0106430999999999,, ,77.0,Success,0.004283848,, ,0.0734589,0.7738232497142858,1.1081585772907152,0.0
Query_111.sparql,6,9,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'PropertyPath': 1, 'groupby': 1, 'Order': 2, 'limit': 1}", ,10.0,Success,0.00165,, ,10.0,Success,4.1151266,, ,10.0,Success,2.6093501,, ,10.0,Success,0.9493777,, ,10.0,Success,1.1671987,, ,10.0,Success,0.4547435,, ,10.0,Success,0.183034259,, ,0.9493777,1.3543544084285712,1.4948249935910636,0.0
Query_112.sparql,25,53,"{'select': 2, 'SetFunc': 11, 'as': 10, 'StringFunc': 5, 'DateFunc': 2, 'if': 3, 'bound': 1, 'where': 2, 'PropertyPath': 5, 'optional': 5, 'filter': 1, 'exists': 2, 'TermFunc': 3, 'groupby': 1}", ,,,0.0017611999999999,, ,,,0.0033185,, ,,,300.2205445,, ,,,10.810793,, ,,,0.0025243,, ,,,0.0016168,, ,,,0.000650762,, ,0.0025243,44.43445843742858,112.86297070068069,
Query_113.sparql,12,5,"{'select': 1, 'distinct': 1, 'filter': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,210.0,Success,0.0195364,, ,210.0,Success,0.0397454,, ,210.0,Success,0.0981089,, ,210.0,Success,0.0122425,, ,210.0,Success,0.0025135,, ,210.0,Success,0.001011684,, ,0.0195364,85.73902262628572,226.76777833192003,0.0
Query_114.sparql,6,5,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2}", ,2407.0,Success,0.0135356,, ,2379.0,Success,1.0415551,, ,2379.0,Success,0.1121342,, ,2379.0,Success,0.7163326,, ,2379.0,Success,1.6684424,, ,2379.0,Success,0.9877799,, ,2379.0,Success,0.39758141,, ,0.7163326,0.7053373157142857,0.583909490617894,10.583005244258363
Query_115.sparql,10,5,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: a wikibase:BestRank .
  
  ?item p:P2044 ?p_triples .
  
  ?item wdt:P625 ?coord .
  
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}
ORDER BY DESC(?elevation)", ,,Timeout,600.0,Query timed out, ,2379.0,Success,6.4607612,, ,2379.0,Success,13.1447546,, ,2379.0,Success,3.8667483,, ,2379.0,Success,4.2192256,, ,2379.0,Success,1.698238304,, ,6.4607612,175.6271040005714,289.92412973391316,0.0
Query_116.sparql,7,5,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: [ a wikibase:BestRank ; psv:P2044 [ wikibase:quantityAmount ?elevation ; wikibase:quantityUnit ?unit ] ] .

  ?item wdt:P625 ?coord .
  
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}
ORDER BY DESC(?elevation)", ,2379.0,Success,1.0525869,, ,2379.0,Success,0.3722374,, ,2379.0,Success,5.8817018,, ,2379.0,Success,1.7585853,, ,2379.0,Success,1.0079481,, ,2379.0,Success,0.40569911,, ,1.0525869,87.21125123000002,226.12662297247326,0.0
Query_117.sparql,6,4,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'filter': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: [ a wikibase:BestRank; psn:P2044/wikibase:quantityAmount ?elevation ]
  FILTER(?elevation >= 8000 )
  ?item wdt:P625 ?coord.
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" }
}", ,15.0,Success,4.0213863000000005,, ,15.0,Success,6.624784699999999,, ,15.0,Success,4.551699,, ,15.0,Success,1.007997,, ,15.0,Success,0.9068421,, ,15.0,Success,0.365003945,, ,4.0213863000000005,88.21110186357143,225.6894472087734,0.0
Query_118.sparql,6,4,"{'select': 1, 'PropertyPath': 2, 'filter': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,57.0,Success,6.9501439000000005,, ,57.0,Success,1.044758,, ,57.0,Success,0.4907827,, ,57.0,Success,0.5816383,, ,57.0,Success,0.234109416,, ,1.044758,172.75734747371425,291.8716390968305,0.0
Query_119.sparql,5,3,"{'select': 1, 'where': 1, 'filter': 1}", ,,,0.0011922999999999,, ,,,0.1334113,, ,,,0.0169936,, ,,,0.0027854999999999,, ,,,0.0029561,, ,,,0.0010343,, ,,,0.000416306,, ,0.0027854999999999,0.022684200857142827,0.04916724660598971,
Query_120.sparql,10,7,"{'select': 1, 'PropertyPath': 2, 'optional': 1, 'filter': 1, 'TermFunc': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,25.0,Success,0.0720543999999999,, ,25.0,Success,0.2154469,, ,25.0,Success,0.0831685,, ,25.0,Success,0.0084064,, ,25.0,Success,0.0016233,, ,25.0,Success,0.000653378,, ,0.0720543999999999,85.76876469685715,226.7546734603127,0.0
Query_121.sparql,3,2,"{'select': 1, 'distinct': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,118.0,Success,0.0068693,, ,118.0,Success,0.0169844,, ,118.0,Success,0.0118932,, ,118.0,Success,0.0085346,, ,118.0,Success,0.0014832,, ,118.0,Success,0.000596988,, ,0.0085346,85.72090881257142,226.77576336509475,0.0
Query_122.sparql,9,9,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'groupby': 1, 'Order': 2}", ,48.0,Success,0.0019831,, ,48.0,Success,0.0090432,, ,48.0,Success,0.0213825,, ,48.0,Success,0.0045035,, ,48.0,Success,0.0033581,, ,48.0,Success,0.0012878,, ,48.0,Success,0.00051834,, ,0.0033581,0.006010934285714286,0.007342678828208991,0.0
Query_123.sparql,11,7,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'bind': 1, 'as': 1, 'filter': 1, 'optional': 1}", ,,Error,600.0,"ParseException, cause: Expected ')' but got '*' in the input at pos 32 : *1000 && ?unit = wd:Q11573)
       || (?elev < ?km*3281 && ?unit = wd:Q3710)
       || (?elev < ?km      && ?unit = wd:Q828224) ).
  ?place wdt:P625 ?location.
  optional { ?place wdt:P18 ?image }
  #SERVICE wikibase:label { bd:serviceParam wikibase:l", ,92363.0,Success,35.700976600000004,, ,92363.0,Success,10.211192700000002,, ,92363.0,Success,11.9745226,, ,92363.0,Success,4.3829606,, ,92363.0,Success,5.03987,, ,92363.0,Success,2.028547675,, ,10.211192700000002,95.61972431071429,222.69898266350364,0.0
Query_124.sparql,5,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}", ,41.0,Success,0.0016032999999999,, ,,Timeout,600.0,Query timed out, ,41.0,Success,11.8384148,, ,41.0,Success,1.9077952,, ,41.0,Success,5.9873639,, ,41.0,Success,10.3062593,, ,41.0,Success,4.148269368,, ,5.9873639,90.59852940971429,224.66508728832787,0.0
Query_125.sparql,6,6,"{'select': 1, 'where': 1, 'optional': 1, 'bind': 1, 'as': 1, 'Order': 1}", ,,,0.0013658,, ,,,,, ,,,0.0183484,, ,,,0.0058151,, ,,,0.0057443,, ,,,0.0012584,, ,,,0.000506506,, ,0.0035550499999999997,0.005506417666666666,0.006712046907901692,
Query_126.sparql,3,3,"{'select': 1, 'filter': 1, 'in': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,3.0,Success,0.0080367,, ,3.0,Success,0.015525,, ,3.0,Success,0.0028576,, ,3.0,Success,0.0021032,, ,3.0,Success,0.041669,, ,3.0,Success,0.016771773,, ,0.015525,85.72670903899999,226.77320602943075,0.0
Query_127.sparql,6,4,"{'select': 1, 'where': 1, 'minus': 2}", ,352.0,Success,0.0029117,, ,,Timeout,600.0,Query timed out, ,352.0,Success,0.1202977,, ,352.0,Success,0.0369363,, ,352.0,Success,8.739139300000001,, ,352.0,Success,0.0034487999999999,, ,352.0,Success,0.001388142,, ,0.0369363,86.98630313457144,226.24104766181506,0.0
Query_128.sparql,10,16,"{'select': 2, 'where': 2, 'optional': 3, 'SetFunc': 2, 'as': 2, 'PropertyPath': 2, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Expected a token of type IRI but got a token of type KEYWORD (select) in the input at pos 2019 : SELECT ?emergencyNumber (COUNT(?state) as ?countries) (SUM(?pop) as ?population) WHERE {
    ?state wdt:P2852 ?emergencyNumber .
    OPTIONAL{?state wdt:P1082 ?pop} .
    ?state wdt:P31/wdt:P279* wd:Q6256
  } GROUP BY ?emergencyNumber } .
  OPTIONAL{?", ,144.0,Success,0.4781366999999999,, ,144.0,Success,0.0579953,, ,144.0,Success,0.0101309,, ,144.0,Success,0.0524763,, ,144.0,Success,0.003543,, ,144.0,Success,0.001426058,, ,0.0524763,85.80052975114288,226.7407177483072,0.0
Query_129.sparql,16,20,"{'select': 3, 'PropertyPath': 5, 'as': 2, 'where': 3, 'SetFunc': 1, 'distinct': 1, 'filter': 1, 'notexists': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT", ,,Timeout,600.0,Query timed out, ,16.0,Success,191.0949699,, ,16.0,Success,2.2911187,, ,16.0,Success,6.0663264,, ,16.0,Success,2.4160351,, ,16.0,Success,0.972454128,, ,6.0663264,200.40584346114287,281.4926302472238,0.0
Query_130.sparql,10,11,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'optional': 1, 'filter': 1, 'TermFunc': 1, 'groupby': 1, 'Order': 2, 'limit': 1}", ,,Error,600.0,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT", ,50.0,Success,5.1929628,, ,50.0,Success,1.8847349,, ,50.0,Success,4.871607,, ,50.0,Success,3.0352921,, ,50.0,Success,0.5166635,, ,50.0,Success,0.207957059,, ,3.0352921,87.9584596227143,225.79745366666054,0.0
Query_131.sparql,18,10,"{'select': 1, 'distinct': 1, 'DateFunc': 1, 'as': 1, 'where': 1, 'optional': 2, 'minus': 1, 'union': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: year(?dateCreation) as ?AnneeCreation) ?lieuLabel ?coord ?lien
WHERE
{
  ?item wdt:P136 wd:Q1164267 .    # genre :récit de voyage
  ?item  wdt:P31 wd:Q571 .        # nature : livre
  OPTIONAL{
    ?item wdt:P50 ?auteur .       # [option] auteur
  }
  OPTIONAL{
    ?item wdt:P571 ?dateCreation. # [option] date de création              
  }
 
  ?item  wdt:P840 ?lieu .         # lieu de l'action
  MINUS {?item  wdt:P840 wd:Q933} # (bug du Pôle Sud)
  ?lieu wdt:P625 ?coord .         # coordonnées géographiques du lieu
 
  {
    ?item wdt:P953 ?lien .        # URL, texte intégral disponible sur
    ?item wdt:P407 wd:Q150        # langue de l'œuvre : français
  }UNION{
    ?ed wdt:P629 ?item .          # édition du livre
    ?ed wdt:P953 ?lien .          # URL, texte intégral disponible sur 
    ?ed wdt:P407 wd:Q150          # langue de l'œuvre : français
  }

  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fr"". }
} ORDER BY ?dateCreation", ,0.0,Success,147.847848,Empty Response, ,0.0,Success,0.0252108,Empty Response, ,0.0,Success,0.1713182999999999,Empty Response, ,0.0,Success,0.0047617,Empty Response, ,0.0,Success,0.0016025999999999,Empty Response, ,0.0,Success,0.000645047,Empty Response, ,0.0252108,106.86448377814285,224.32078627018754,0.0
Query_132.sparql,4,3,"{'select': 1, 'where': 1, 'Order': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?placeLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,1.0,Success,0.0045989,, ,1.0,Success,0.0153429,, ,1.0,Success,0.0053176,, ,1.0,Success,0.0034715999999999,, ,1.0,Success,0.0011637,, ,1.0,Success,0.000468389,, ,0.0045989,85.71862329842858,226.7767711639251,0.0
Query_133.sparql,9,10,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'filter': 3, 'TermFunc': 1, 'StringFunc': 1, 'notexists': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: not exists { ?item wdt:P131 wd:Q33788 } # excluding Koumac, New Caledonia...
}", ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,0.0,Success,13.0051015,Empty Response, ,,Success,146.9637941,Incomplete result, ,1132.0,Success,2.703876,, ,1132.0,Success,2.6788996000000003,, ,1132.0,Success,1.078257089,, ,13.0051015,195.20427546985715,281.3805772129476,566.0
Query_134.sparql,9,15,"{'select': 2, 'where': 2, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'PropertyPath': 2, 'filter': 2, 'notexists': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: NOT EXISTS { ?country wdt:P576 ?end }
    }
    GROUP BY ?item
  }
  FILTER ( ?count > 1 )
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . }
}
ORDER BY DESC(?count) ?itemL", ,,Timeout,600.0,Query timed out, ,2519.0,Success,35.8878895,, ,2519.0,Success,33.1077461,, ,2519.0,Success,19.9219862,, ,2519.0,Success,28.9462183,, ,2519.0,Success,11.65085287,, ,33.1077461,189.93067042428575,280.2495786349727,0.0
Query_135.sparql,8,3,"{'select': 1, 'where': 1, 'Order': 1}", ,10969.0,Success,0.0150668,, ,10969.0,Success,2.5877481,, ,10969.0,Success,1.1341765,, ,10969.0,Success,0.2723794,, ,10969.0,Success,0.8385294,, ,10969.0,Success,0.7291336,, ,10969.0,Success,0.293476274,, ,0.7291336,0.8386442962857142,0.8616689235701047,0.0
Query_136.sparql,6,6,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'minus': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: [] } .
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""fr"" }
}
ORDER BY ?streetLabel", ,,Timeout,600.0,Query timed out, ,0.0,Success,1.8459189,Empty Response, ,0.0,Success,2.0906483,Empty Response, ,0.0,Success,39.6167376,Empty Response, ,0.0,Success,1.2199031,Empty Response, ,0.0,Success,0.491010998,Empty Response, ,2.0906483,177.89488841400004,288.69039185995723,0.0
Query_137.sparql,7,7,"{'select': 1, 'where': 1, 'bind': 1, 'TermFunc': 1, 'as': 1, 'union': 1, 'minus': 1}", ,,Error,600.0,This parser does not yet support relational expressions = < etc., ,0.0,Success,0.0050945999999999,Empty Response, ,0.0,Success,0.018412,Empty Response, ,0.0,Success,0.0066458,Empty Response, ,0.0,Success,0.0048486,Empty Response, ,0.0,Success,0.0012771,Empty Response, ,0.0,Success,0.000514033,Empty Response, ,0.0050945999999999,85.71954173328571,226.77636619578033,0.0
Query_138.sparql,2,4,"{'select': 1, 'where': 1, 'Order': 1, 'limit': 1}", ,,Error,600.0,"ASSERT FAILED (lastRow.size() > 0; 0 <= 0; in ../src/engine/QueryPlanner.cpp, line 93, function QueryExecutionTree QueryPlanner::createExecutionTree(ParsedQuery&))", ,1.0,Success,0.0050178,, ,1.0,Success,0.0149507,, ,1.0,Success,0.0040976,, ,1.0,Success,0.0025545,, ,1.0,Success,0.0011524,, ,1.0,Success,0.000463841,, ,0.0040976,85.71831954871429,226.77690510344163,0.0
Query_139.sparql,6,11,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 4, 'optional': 1, 'Order': 2, 'limit': 1}", ,10.0,Success,0.002871,, ,10.0,Success,3.0918724,, ,10.0,Success,0.8481771,, ,10.0,Success,41.3272199,, ,10.0,Success,0.3241668,, ,10.0,Success,2.3007874,, ,10.0,Success,0.926066929,, ,0.926066929,6.974451647,15.18756985461721,0.0
Query_140.sparql,6,2,"{'select': 1, 'where': 1}", ,5.0,Success,0.0033763,, ,5.0,Success,1.0937719,, ,5.0,Success,0.2045902,, ,5.0,Success,0.0533452,, ,5.0,Success,0.0112722,, ,5.0,Success,0.0085919,, ,5.0,Success,0.00345824,, ,0.0112722,0.1969151342857143,0.4020437540072393,0.0
Query_141.sparql,6,14,"{'select': 1, 'PropertyPath': 3, 'optional': 2, 'bind': 2, 'NumbericFunc': 2, 'as': 2, 'StringFunc': 1, 'TermFunc': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,9679.0,Success,0.2938235,, ,9679.0,Success,0.3109779,, ,9679.0,Success,9.2121985,, ,9679.0,Success,0.1751735,, ,,Success,30.0329043,Incomplete result, ,,Success,12.08824398,Incomplete result, ,9.2121985,93.15904595428573,223.7494597415771,0.0
Query_142.sparql,6,2,"{'select': 1, 'where': 1}", ,2493.0,Success,0.0068448,, ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,2493.0,Success,0.1680877,, ,2493.0,Success,0.0464714,, ,2493.0,Success,0.0463509999999999,, ,2493.0,Success,0.0098386,, ,2493.0,Success,0.003960037,, ,0.0463509999999999,85.75450764814283,226.76095476918147,0.0
Query_143.sparql,28,26,"{'select': 3, 'where': 3, 'SetFunc': 5, 'as': 5, 'NumbericFunc': 1, 'DateFunc': 2, 'PropertyPath': 2, 'groupby': 2, 'filter': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: round(avg(?birthYear)) as ?avgBirthYear)
        (avg(?deathYear - ?birthYear) as ?avgAge)
    WHERE {
      {
        # Get people with occupation + birth/death dates; combine multiple birth/death dates using avg
        SELECT
          ?p
            ?occ
            (avg(year(?birth)) as ?birthYear)
            (avg(year(?death)) as ?deathYear)
        WHERE {
           ?p  wdt:P31 wd:Q5 ;
              wdt:P106 ?occ ;
              p:P569/psv:P569 [
                wikibase:timePrecision ""9""^^xsd:integer ; # precision of at least year
                wikibase:timeValue ?birth ;
              ] ;
              p:P570/psv:P570 [
                wikibase:timePrecision ""9""^^xsd:integer ; # precision of at least year
                wikibase:timeValue ?death ;
              ] .
        }
        GROUP BY ?p ?occ
      }
    }
    GROUP BY ?occ
  }
 
  FILTER (?count > 300) # arbitrary number to weed out values with 'few' observations
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . }
}
ORDER BY ASC(?avgAge)", ,,Timeout,600.0,Query timed out, ,,Error,600.0,"{""code"":""InternalFailureException"",""requestId"":""38bf729f-1aa1-d3d1-2eb0-7be67490edc5"",""detailedMessage"":""Operation terminated (internal error)""}", ,199.0,Success,15.952974800000002,, ,199.0,Success,13.397608,, ,199.0,Success,8.5071804,, ,199.0,Success,3.424140111,, ,15.952974800000002,263.04027190157143,315.2212973094142,0.0
Query_144.sparql,6,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'groupby': 1, 'having': 1, 'Order': 2, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,,Timeout,600.0,Query timed out, ,100.0,Success,44.7347014,, ,100.0,Success,3.9418073,, ,100.0,Success,8.2175537,, ,100.0,Success,7.283939399999999,, ,100.0,Success,2.931785609,, ,8.2175537,181.0156839155714,286.5830786813937,0.0
Query_145.sparql,10,13,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'groupby': 1, 'Order': 4, 'limit': 2}", ,10.0,Success,0.0016362,, ,,Timeout,600.0,Query timed out, ,10.0,Success,7.0221067,, ,10.0,Success,1.1314157,, ,10.0,Success,1.6022258,, ,10.0,Success,1.3904996,, ,10.0,Success,0.559676089,, ,1.3904996,87.3867942984286,226.05318003232293,0.0
Query_146.sparql,5,2,"{'select': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,55.0,Success,0.0072159,, ,55.0,Success,0.0213334,, ,55.0,Success,0.0266081,, ,55.0,Success,0.0024989,, ,55.0,Success,0.0012188,, ,55.0,Success,0.000490567,, ,0.0072159,85.72276652385713,226.77494435365458,0.0
Query_147.sparql,11,14,"{'select': 1, 'SetFunc': 1, 'as': 2, 'where': 1, 'PropertyPath': 1, 'bind': 1, 'StringFunc': 1, 'TermFunc': 1, 'DateFunc': 2, 'filter': 2, 'groupby': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: [
                wikibase:timePrecision ?precision ;
                wikibase:timeValue ?date ;
              ] .
  BIND(CONCAT(STR(YEAR(?date)),""-"",STR(MONTH(?date))) as ?yearmonth).
  FILTER( ?date >= ""2000-01-01T00:00:00""^^xsd:dateTime )
  FILTER( ?precision >= ""10""^^xsd:integer ) # precision of at least month
}
GROUP BY ?yearmonth", ,,Timeout,600.0,Query timed out, ,263.0,Success,1.8050648,, ,263.0,Success,15.882316,, ,263.0,Success,17.1101888,, ,263.0,Success,2.5554928,, ,263.0,Success,1.028585852,, ,15.882316,176.91166403600002,289.0996642479394,0.0
